symbol,day,source_messages,field,storage_unit,priority_field_used,monotonic,zero_adjacent,adjacent_pairs,min_positive_delta_ns,positive_delta_gcd_ns,timezone,source_day_matches
PKNORLEN,2017-12-28,54745,time,ns_since_epoch,False,True,1648,54744,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-12-29,53874,time,ns_since_epoch,False,True,1299,53873,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-03,61007,time,ns_since_epoch,False,True,2128,61006,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-04,78932,time,ns_since_epoch,False,True,3102,78931,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-05,63755,time,ns_since_epoch,False,True,2624,63754,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-06,64935,time,ns_since_epoch,False,True,2313,64934,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-07,75496,time,ns_since_epoch,False,True,2461,75495,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-10,53922,time,ns_since_epoch,False,True,2114,53921,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-11,72117,time,ns_since_epoch,False,True,2897,72116,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-12,76032,time,ns_since_epoch,False,True,2816,76031,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-13,109934,time,ns_since_epoch,False,True,3732,109933,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-18,89620,time,ns_since_epoch,False,True,3234,89619,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-19,83939,time,ns_since_epoch,False,True,2793,83938,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-20,66814,time,ns_since_epoch,False,True,2530,66813,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-21,61335,time,ns_since_epoch,False,True,2119,61334,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-24,88280,time,ns_since_epoch,False,True,3292,88279,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-25,83848,time,ns_since_epoch,False,True,2877,83847,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-26,174093,time,ns_since_epoch,False,True,5727,174092,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-27,93437,time,ns_since_epoch,False,True,3624,93436,1000,1000,Europe/Warsaw,True
PKOBP,2017-04-28,74552,time,ns_since_epoch,False,True,3093,74551,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-01,91047,time,ns_since_epoch,False,True,2745,91046,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-02,75813,time,ns_since_epoch,False,True,2870,75812,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-05,69834,time,ns_since_epoch,False,True,2918,69833,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-06,104535,time,ns_since_epoch,False,True,3713,104534,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-07,82511,time,ns_since_epoch,False,True,3637,82510,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-08,63455,time,ns_since_epoch,False,True,2823,63454,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-09,83813,time,ns_since_epoch,False,True,3343,83812,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-12,100011,time,ns_since_epoch,False,True,4286,100010,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-13,87649,time,ns_since_epoch,False,True,3532,87648,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-14,90269,time,ns_since_epoch,False,True,3427,90268,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-16,90319,time,ns_since_epoch,False,True,3102,90318,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-19,51537,time,ns_since_epoch,False,True,1342,51536,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-20,75892,time,ns_since_epoch,False,True,2569,75891,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-21,91174,time,ns_since_epoch,False,True,3265,91173,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-22,44340,time,ns_since_epoch,False,True,1473,44339,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-23,66869,time,ns_since_epoch,False,True,2413,66868,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-26,83496,time,ns_since_epoch,False,True,3508,83495,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-27,82587,time,ns_since_epoch,False,True,3742,82586,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-28,87295,time,ns_since_epoch,False,True,3790,87294,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-29,70665,time,ns_since_epoch,False,True,3205,70664,1000,1000,Europe/Warsaw,True
PKOBP,2017-06-30,63144,time,ns_since_epoch,False,True,2131,63143,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-01,39516,time,ns_since_epoch,False,True,1283,39515,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-04,42592,time,ns_since_epoch,False,True,1606,42591,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-05,37906,time,ns_since_epoch,False,True,1530,37905,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-06,45800,time,ns_since_epoch,False,True,1614,45799,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-07,92297,time,ns_since_epoch,False,True,3973,92296,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-08,76899,time,ns_since_epoch,False,True,3195,76898,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-11,69100,time,ns_since_epoch,False,True,2764,69099,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-12,115811,time,ns_since_epoch,False,True,4396,115810,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-13,96589,time,ns_since_epoch,False,True,3600,96588,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-14,76146,time,ns_since_epoch,False,True,2536,76145,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-15,100802,time,ns_since_epoch,False,True,4487,100801,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-18,37331,time,ns_since_epoch,False,True,1605,37330,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-19,60178,time,ns_since_epoch,False,True,2776,60177,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-20,42268,time,ns_since_epoch,False,True,2297,42267,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-21,34544,time,ns_since_epoch,False,True,1251,34543,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-22,51785,time,ns_since_epoch,False,True,1957,51784,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-25,31829,time,ns_since_epoch,False,True,1425,31828,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-26,38944,time,ns_since_epoch,False,True,1648,38943,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-27,41433,time,ns_since_epoch,False,True,1740,41432,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-28,52301,time,ns_since_epoch,False,True,2091,52300,1000,1000,Europe/Warsaw,True
PKOBP,2017-09-29,61344,time,ns_since_epoch,False,True,3102,61343,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-02,94546,time,ns_since_epoch,False,True,3629,94545,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-03,54075,time,ns_since_epoch,False,True,2562,54074,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-06,80314,time,ns_since_epoch,False,True,3073,80313,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-07,105283,time,ns_since_epoch,False,True,5246,105282,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-08,58868,time,ns_since_epoch,False,True,2652,58867,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-09,91245,time,ns_since_epoch,False,True,4144,91244,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-10,98320,time,ns_since_epoch,False,True,3799,98319,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-13,77618,time,ns_since_epoch,False,True,2565,77617,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-14,63223,time,ns_since_epoch,False,True,2628,63222,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-15,50267,time,ns_since_epoch,False,True,2503,50266,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-16,68528,time,ns_since_epoch,False,True,3348,68527,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-17,58529,time,ns_since_epoch,False,True,2765,58528,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-20,46832,time,ns_since_epoch,False,True,2064,46831,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-21,69748,time,ns_since_epoch,False,True,3070,69747,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-22,37174,time,ns_since_epoch,False,True,1887,37173,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-23,44541,time,ns_since_epoch,False,True,2543,44540,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-24,34924,time,ns_since_epoch,False,True,1717,34923,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-27,62423,time,ns_since_epoch,False,True,3114,62422,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-28,74563,time,ns_since_epoch,False,True,3219,74562,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-29,70303,time,ns_since_epoch,False,True,2304,70302,1000,1000,Europe/Warsaw,True
PKOBP,2017-11-30,73130,time,ns_since_epoch,False,True,3363,73129,1000,1000,Europe/Warsaw,True
PKOBP,2017-12-27,38297,time,ns_since_epoch,False,True,1664,38296,1000,1000,Europe/Warsaw,True
PKOBP,2017-12-28,61201,time,ns_since_epoch,False,True,2646,61200,1000,1000,Europe/Warsaw,True
PKOBP,2017-12-29,62425,time,ns_since_epoch,False,True,2960,62424,1000,1000,Europe/Warsaw,True
PZU,2017-04-03,60995,time,ns_since_epoch,False,True,2168,60994,1000,1000,Europe/Warsaw,True
PZU,2017-04-04,85451,time,ns_since_epoch,False,True,2797,85450,1000,1000,Europe/Warsaw,True
PZU,2017-04-05,45087,time,ns_since_epoch,False,True,1595,45086,1000,1000,Europe/Warsaw,True
PZU,2017-04-06,46772,time,ns_since_epoch,False,True,1633,46771,1000,1000,Europe/Warsaw,True
PZU,2017-04-07,67361,time,ns_since_epoch,False,True,2030,67360,1000,1000,Europe/Warsaw,True
PZU,2017-04-10,69309,time,ns_since_epoch,False,True,2513,69308,1000,1000,Europe/Warsaw,True
PZU,2017-04-11,78893,time,ns_since_epoch,False,True,2966,78892,1000,1000,Europe/Warsaw,True
PZU,2017-04-12,81953,time,ns_since_epoch,False,True,2577,81952,1000,1000,Europe/Warsaw,True
PZU,2017-04-13,30725,time,ns_since_epoch,False,True,842,30724,1000,1000,Europe/Warsaw,True
PZU,2017-04-18,50604,time,ns_since_epoch,False,True,1926,50603,1000,1000,Europe/Warsaw,True
PZU,2017-04-19,68896,time,ns_since_epoch,False,True,2651,68895,1000,1000,Europe/Warsaw,True
PZU,2017-04-20,82377,time,ns_since_epoch,False,True,2992,82376,1000,1000,Europe/Warsaw,True
PZU,2017-04-21,117473,time,ns_since_epoch,False,True,4294,117472,1000,1000,Europe/Warsaw,True
PZU,2017-04-24,90617,time,ns_since_epoch,False,True,3559,90616,1000,1000,Europe/Warsaw,True
PZU,2017-04-25,72892,time,ns_since_epoch,False,True,2688,72891,1000,1000,Europe/Warsaw,True
PZU,2017-04-26,133780,time,ns_since_epoch,False,True,4697,133779,1000,1000,Europe/Warsaw,True
PZU,2017-04-27,168907,time,ns_since_epoch,False,True,5745,168906,1000,1000,Europe/Warsaw,True
PZU,2017-04-28,77612,time,ns_since_epoch,False,True,2881,77611,1000,1000,Europe/Warsaw,True
PZU,2017-06-01,60129,time,ns_since_epoch,False,True,2100,60128,1000,1000,Europe/Warsaw,True
PZU,2017-06-02,44546,time,ns_since_epoch,False,True,1759,44545,1000,1000,Europe/Warsaw,True
PZU,2017-06-05,66888,time,ns_since_epoch,False,True,2402,66887,1000,1000,Europe/Warsaw,True
PZU,2017-06-06,84105,time,ns_since_epoch,False,True,2972,84104,1000,1000,Europe/Warsaw,True
PZU,2017-06-07,61222,time,ns_since_epoch,False,True,2049,61221,1000,1000,Europe/Warsaw,True
PZU,2017-06-08,69885,time,ns_since_epoch,False,True,2696,69884,1000,1000,Europe/Warsaw,True
PZU,2017-06-09,57222,time,ns_since_epoch,False,True,2967,57221,1000,1000,Europe/Warsaw,True
PZU,2017-06-12,63727,time,ns_since_epoch,False,True,2070,63726,1000,1000,Europe/Warsaw,True
PZU,2017-06-13,73879,time,ns_since_epoch,False,True,3667,73878,1000,1000,Europe/Warsaw,True
PZU,2017-06-14,58244,time,ns_since_epoch,False,True,2543,58243,1000,1000,Europe/Warsaw,True
PZU,2017-06-16,73257,time,ns_since_epoch,False,True,2636,73256,1000,1000,Europe/Warsaw,True
PZU,2017-06-19,79010,time,ns_since_epoch,False,True,3443,79009,1000,1000,Europe/Warsaw,True
PZU,2017-06-20,48735,time,ns_since_epoch,False,True,1838,48734,1000,1000,Europe/Warsaw,True
PZU,2017-06-21,120316,time,ns_since_epoch,False,True,4330,120315,1000,1000,Europe/Warsaw,True
PZU,2017-06-22,81498,time,ns_since_epoch,False,True,2703,81497,1000,1000,Europe/Warsaw,True
PZU,2017-06-23,72338,time,ns_since_epoch,False,True,2362,72337,1000,1000,Europe/Warsaw,True
PZU,2017-06-26,45085,time,ns_since_epoch,False,True,1988,45084,1000,1000,Europe/Warsaw,True
PZU,2017-06-27,69534,time,ns_since_epoch,False,True,2395,69533,1000,1000,Europe/Warsaw,True
PZU,2017-06-28,75445,time,ns_since_epoch,False,True,2381,75444,1000,1000,Europe/Warsaw,True
PZU,2017-06-29,74797,time,ns_since_epoch,False,True,2753,74796,1000,1000,Europe/Warsaw,True
PZU,2017-06-30,87703,time,ns_since_epoch,False,True,2651,87702,1000,1000,Europe/Warsaw,True
PZU,2017-09-01,55241,time,ns_since_epoch,False,True,2008,55240,1000,1000,Europe/Warsaw,True
PZU,2017-09-04,55792,time,ns_since_epoch,False,True,1772,55791,1000,1000,Europe/Warsaw,True
PZU,2017-09-05,44377,time,ns_since_epoch,False,True,1415,44376,1000,1000,Europe/Warsaw,True
PZU,2017-09-06,51318,time,ns_since_epoch,False,True,1616,51317,1000,1000,Europe/Warsaw,True
PZU,2017-09-07,87147,time,ns_since_epoch,False,True,2670,87146,1000,1000,Europe/Warsaw,True
PZU,2017-09-08,63875,time,ns_since_epoch,False,True,1705,63874,1000,1000,Europe/Warsaw,True
PZU,2017-09-11,62999,time,ns_since_epoch,False,True,2017,62998,1000,1000,Europe/Warsaw,True
PZU,2017-09-12,51096,time,ns_since_epoch,False,True,1804,51095,1000,1000,Europe/Warsaw,True
PZU,2017-09-13,46849,time,ns_since_epoch,False,True,1718,46848,1000,1000,Europe/Warsaw,True
PZU,2017-09-14,27798,time,ns_since_epoch,False,True,923,27797,1000,1000,Europe/Warsaw,True
PZU,2017-09-15,49963,time,ns_since_epoch,False,True,1868,49962,1000,1000,Europe/Warsaw,True
PZU,2017-09-18,40495,time,ns_since_epoch,False,True,1418,40494,1000,1000,Europe/Warsaw,True
PZU,2017-09-19,46150,time,ns_since_epoch,False,True,1531,46149,1000,1000,Europe/Warsaw,True
PZU,2017-09-20,92102,time,ns_since_epoch,False,True,3555,92101,1000,1000,Europe/Warsaw,True
PZU,2017-09-21,42004,time,ns_since_epoch,False,True,1338,42003,1000,1000,Europe/Warsaw,True
PZU,2017-09-22,52146,time,ns_since_epoch,False,True,1893,52145,1000,1000,Europe/Warsaw,True
PZU,2017-09-25,43668,time,ns_since_epoch,False,True,1506,43667,1000,1000,Europe/Warsaw,True
PZU,2017-09-26,67113,time,ns_since_epoch,False,True,2290,67112,1000,1000,Europe/Warsaw,True
PZU,2017-09-27,50604,time,ns_since_epoch,False,True,1715,50603,1000,1000,Europe/Warsaw,True
PZU,2017-09-28,70026,time,ns_since_epoch,False,True,2440,70025,1000,1000,Europe/Warsaw,True
PZU,2017-09-29,63109,time,ns_since_epoch,False,True,2334,63108,1000,1000,Europe/Warsaw,True
PZU,2017-11-02,65080,time,ns_since_epoch,False,True,2042,65079,1000,1000,Europe/Warsaw,True
PZU,2017-11-03,49769,time,ns_since_epoch,False,True,1837,49768,1000,1000,Europe/Warsaw,True
PZU,2017-11-06,72929,time,ns_since_epoch,False,True,2711,72928,1000,1000,Europe/Warsaw,True
PZU,2017-11-07,73301,time,ns_since_epoch,False,True,3026,73300,1000,1000,Europe/Warsaw,True
PZU,2017-11-08,51310,time,ns_since_epoch,False,True,1655,51309,1000,1000,Europe/Warsaw,True
PZU,2017-11-09,70798,time,ns_since_epoch,False,True,2533,70797,1000,1000,Europe/Warsaw,True
PZU,2017-11-10,51425,time,ns_since_epoch,False,True,1976,51424,1000,1000,Europe/Warsaw,True
PZU,2017-11-13,62654,time,ns_since_epoch,False,True,2547,62653,1000,1000,Europe/Warsaw,True
PZU,2017-11-14,58848,time,ns_since_epoch,False,True,2049,58847,1000,1000,Europe/Warsaw,True
PZU,2017-11-15,72471,time,ns_since_epoch,False,True,3025,72470,1000,1000,Europe/Warsaw,True
PZU,2017-11-16,87747,time,ns_since_epoch,False,True,2700,87746,1000,1000,Europe/Warsaw,True
PZU,2017-11-17,80381,time,ns_since_epoch,False,True,3097,80380,1000,1000,Europe/Warsaw,True
PZU,2017-11-20,58329,time,ns_since_epoch,False,True,2169,58328,1000,1000,Europe/Warsaw,True
PZU,2017-11-21,83192,time,ns_since_epoch,False,True,3171,83191,1000,1000,Europe/Warsaw,True
PZU,2017-11-22,59421,time,ns_since_epoch,False,True,2487,59420,1000,1000,Europe/Warsaw,True
PZU,2017-11-23,44463,time,ns_since_epoch,False,True,1836,44462,1000,1000,Europe/Warsaw,True
PZU,2017-11-24,56426,time,ns_since_epoch,False,True,2194,56425,1000,1000,Europe/Warsaw,True
PZU,2017-11-27,44237,time,ns_since_epoch,False,True,1926,44236,1000,1000,Europe/Warsaw,True
PZU,2017-11-28,69853,time,ns_since_epoch,False,True,2196,69852,1000,1000,Europe/Warsaw,True
PZU,2017-11-29,60600,time,ns_since_epoch,False,True,2265,60599,1000,1000,Europe/Warsaw,True
PZU,2017-11-30,71174,time,ns_since_epoch,False,True,2551,71173,1000,1000,Europe/Warsaw,True
PZU,2017-12-27,139549,time,ns_since_epoch,False,True,4625,139548,1000,1000,Europe/Warsaw,True
PZU,2017-12-28,54595,time,ns_since_epoch,False,True,1924,54594,1000,1000,Europe/Warsaw,True
PZU,2017-12-29,55870,time,ns_since_epoch,False,True,1729,55869,1000,1000,Europe/Warsaw,True
