symbol,day,role,source_rows,snapshot_rows,snapshot_bytes,feature_bytes,features_sha256,snapshots_sha256,config_hash
PEKAO,2017-04-11,scientific_cache,44142,27400,436554,547620,8af9ac1c642df7649774f16d7b0d50a7758057234295e1078c0ee0c48718bd5b,7421fa72af6a1a2a601c194038395f3ac3fc37ab98e904fa640158248b16c374,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-12,scientific_cache,64826,42632,730238,1054890,e406079b79d3535ea42b50f7c707ae6d9d1c168bdf18151a3d32fbd0c9e20205,08b2fc0e8fd0b61eab92bc034fd507253da19ee85fc1e775c1cf29b18533f7de,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-13,scientific_cache,33940,24909,383126,531523,5d4712656efe1479085953c09827c2e567a8657e7ed8fd43ab6a22596d87ab44,8c3d29eed0e4540d7fcca13c88ff16ba2db0d9a037412c91f534a9899899577b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-18,scientific_cache,43210,32320,517320,671139,39fe9b85fd25479e37129286644867bb72959c3f59784895d8271397bee5af9c,867f2de229de861122146437d57921c37b0c1b6f67b45d9328f0a7a77217fd04,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-19,scientific_cache,61809,47922,925301,1207273,8f46d6c355f57780b2b395a2a9b39cdb0e9605932460fcefdbdbba624756e987,bf16b3a236692f46b117bb3d1e3ee5681b5e3fb238e76be8b5171584eecbecf3,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-20,scientific_cache,47617,38120,669318,834390,9c9f05547592021f964781e5f73aafc6221d1883512fd7cb83c5989cfdc4c7e2,7fa8b39d12d1d00ad69157ef016fb3fc57298cd0cc5aadd7c40c654446363775,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-21,scientific_cache,49692,36099,676243,860974,0c8bd0be8f3a20445471d2b3edce0ab55c837817696a2450617c71e71ed59bf2,74469cb74c694743259c015d3f0c414a58b02dbf41aae57bab1675d6c79ff32a,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-24,scientific_cache,31970,18543,310387,420990,903dfa02733d5b604e0a15abf4ac6a7b511e2b8956304d905dbee96c271847a5,58dea60e3cdf97dcc22ca96d0bfc53e8b2612cebed55c4e24ad29e82139f3ed6,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-25,scientific_cache,67917,50760,840488,1104031,50643779934fe447fab6a33007d0812b48b0151bd32393a781aa84b59166d8eb,aa769b04bb5d8f5e4b718e1a9cf8a7591bffffd168953053fa14bc8eb1b08958,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-26,scientific_cache,81904,62042,1128708,1429318,8ccd3524ac5d50c44f64f5be122dd290825d4638b0fa9afeaf4d6f4e581b5593,a37f4c43a8df3e9abecef927963ec37dc3359f1924f234adea47b5dac684b11c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-27,scientific_cache,55448,30023,468827,644504,c16bdb19cb1e83ad5352798bb90fdf7e6c41b0bcb02d09c08c0cc0b1da740b9e,a1676f157854ad16c1cf8f7a8dd94e0bd78d9ab09a872a2d47fe1c38160c7efd,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-04-28,scientific_cache,49911,31761,496781,623466,7808cab3b3892193b2d2c83056e1a58c1cdce46b1dea364cc69a26bd02ee719d,f1f6d4c1df94921d428248eb8dfa55dba84dfcff88a4e9787a481aedba6a6620,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-02,scientific_cache,26841,15880,285843,340758,62fc058118044c384e748bb01f76ee65587efe3e11e14674b17c967a27bc2bd3,5a5c68cdc7ffc3cc6e0363ea60c7fda1b2ce7802187348790e75921ecd1d2a43,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-04,scientific_cache,78537,47056,763567,1053528,de719be4f8f9bdb2edf9e55e534271b147678e2c8e7438ecb9d2b6cd24e5b68c,378cbc454b6b3b4c0c218b06083bee448320cd22c02a2326dcb928d8a1a16f8c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-05,scientific_cache,51717,34727,634792,788881,e06089d1f1b153f5ba63d10b75a383c361759f8772766b8d9035bf7914a265f9,9cb92d6a7df7dcaf84fd8540247799fa03ce12037916529a52f5c073bbf323b7,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-08,scientific_cache,31516,20254,309087,430799,976fdd2ebfe358845b47e4405f51dcbd0adfebee67f40a4842a0b831e1bf8759,a81fd58fa8f4b6c0c51d504c28960718f2ca2f2e3cc4a703c00229ec413cc98b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-09,scientific_cache,52283,32655,519311,698416,dc3d29417a425f3ecc06aa7f8d29924156726008f8bc1395490d2e0c2f02ac47,784c46a95a078d8fbe480423440d2a8a642d30767b2001e15bc5d52e436fb97a,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-10,scientific_cache,85100,64411,1226896,1455926,29a1b7ba195fb48767ebed6dd325a3fefd8e9e51e040d1c67c5e6bbbf0edc5fb,838b4a5246afdc3bc03a995b3b9d45c07cad6f008403ca9da2aac83414fbb21b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-11,scientific_cache,40237,23926,371178,482346,a46a4783a6ff322ae836978e22624b5bf1700010602b445de7bf186a62d40ee6,1f10bc6c4ee11a925cbb1897c52216ca719e8f2819d379d614d4a64a10e4c1f6,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-12,scientific_cache,48585,37092,722890,883020,461dfad05035fa5231743a93c9d96bf7ae400f0fab0bb0d82b14264eba1cff16,3558fa17d40eb78053217ba80966fbbb47c0e65cf79e184eeb21c3ba755a2ec9,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-15,scientific_cache,32468,22435,385358,449359,360391acab4a8ac9109429593616809acdf5e387548ae473f3a64139fb31a061,0ac909b679eb4bea9dde7c47e5c4b5f72882cf263cb48f2b92cf126db782e8e4,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-16,scientific_cache,44034,30621,490516,588062,bd0b0fc5e102dbdfec0678e18c0c2b6722d270c4ab144d3ed3fa138a989db5d7,59fa8b36054716822df6ec0e7a7d8d2acdba61e321eaba289fb2f58124ed4338,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-17,scientific_cache,62212,44598,749712,971078,eb503c7226f89dd862515ecd59905fb30e0b126901c32bf2f41129cc1ef6475e,82622b14d9cbe8a242c63acfbe6423d8358b5fd6782e5a3aa0e85a8dcaa19190,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-18,scientific_cache,61416,32748,531679,728023,d0f825972524de10fd6e2501526ab5163acecd766a35e3208b36e283209bd499,aa545a65ca84888c36c95e89d6a69acbd8aedc66e2f52b1e648465c0005e7c1c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-19,scientific_cache,38735,22617,375297,521218,d6f5c5cd06363f2f2c885d3d9668b91557285f2e39d76f1602b4fc0b36d82e53,4557e480854e16957e0b37bdbcc7675e7e01c0f6f55047618e853444912f82d5,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-22,scientific_cache,58852,43658,712737,910758,8ada3cee5b7b64534d6bec8eaaa1271809c4741b6421578a744f5fbf2c618794,1d3a2be4ce95e15796381e1f772e12af84dde60b28c49d15bc6a7f07aa0fbfcb,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-23,scientific_cache,46252,32572,590408,731796,99d69f2b4665be51e1f400139e9ac3a2d856f32e8f3e131db8c1cc7b6712fed1,20fef340185c79147a0c095d54a925ed7f0cd051eb868224964923cb45146b55,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-24,scientific_cache,53751,32719,523367,654338,227566fb73616a0ad4a68302a9d77133c04e98884638c143b356f592a1d95b11,a3e84837a762c623c99e49ca70601a23eccd282ace2e6168dbfcde010fb5ca70,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-25,scientific_cache,59920,40561,654743,838457,3776b50689db776e7c76e8bcd1c478b6140948b75e5822992f3dbc91ab515045,93c745de1dfcec86b0c2e32203a53fc511827228c2c7deb5c33bdb06090950f6,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-26,scientific_cache,51552,36194,645025,839049,d97e9e7dae4033031e143f05d662f0b9233cf40ca712180da8633755070e25c2,f2378721e5d6bb742de6a0ef24e86e84a77afcab538a4070264d367379029c6f,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-29,scientific_cache,9546,5104,113397,112648,bf42204d23ad9472b2632338d937c01a2b27884631c80b95ddee4585349cee4d,f227f910a7c7bbfdb38fe5dd6909b023a40d3acb611bc9873f0e400dd13caf9a,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-30,scientific_cache,26960,17863,311122,408694,763359bf6b10fbfd94c0c8e6c285a38e59d90d0c1ab8f33a7c532513dcb27800,0c97ee2902ade89a4f8c0050246798419dfa2952e930ea02303e0c0a4c807d30,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-05-31,scientific_cache,64396,48592,844817,1108460,9f1708b7c560aabf9e74dbb7cffd5d75b74eadac4962aa73769e93cc1e998146,510e3d8376ba4873e72deee7fcf0e13210bc83cf736402181eb185697067161e,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-01,scientific_cache,34362,21132,346920,439959,4736837ef58cea87922723f8feb57f3b1395abfd72b9986507acd9eac99a80b6,10400fa6a3946ba41b1f567f06ae8edacab22f22f57da8feb9967bda43ace054,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-02,scientific_cache,34679,23835,420757,539271,fa678547609ca4c810182df7ef9b61d85c094f915c34d304dceb653240f536b0,d7adf494cded6fdf62088bc5f810920428a20fef9b919ffdf303efbbbf3f78d5,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-05,scientific_cache,55735,43791,756827,1047247,87a0a9ea722fd965137900c3f37aa40ef9ef962f52a2fe23fdb3f70903912241,9f13786dc742ae6efaa2c17498ba52455d59c24727fde0e74f3f200f7fb8f562,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-06,scientific_cache,66739,45501,739180,995745,e47639c17c935585315b41dff16291aeb2fdad9e8c69fc50813cc8353b5fe779,8655dd47b448abb53a4ad68d4f1a8413a0339241e697880eb6e2b8e91c25515c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-07,scientific_cache,84672,58668,1092533,1471134,b1c128c7779a97934a2e17dac3f0ed97d8ebf940e8b9a9cc4a9a37bc1a1a6439,3a6a7c47d6ef300dfe8a10ed7c88eda206c247ea77adee61cc339c2dd1833179,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-08,scientific_cache,36647,21771,349472,515635,b63842cea5e61fdcbbfd490c6a126989425063e73d42cae07c705c2262e88271,195844c5038555522439952e6865e279e1e5bc4ed9dd358102d58a94ca01c22c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-09,scientific_cache,41931,25895,416769,617884,bb519d1f94aaec5f2d526977f19cccd0068473379fc3509fc2ddae5972e06590,f3f02e8f9e39654de8c7753f7499a39d7a7fad05a27d79fa502e42d96b3c2143,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-12,scientific_cache,57729,41352,722750,934916,cbd96a94935d601d91ca3771d34025a9ca08d06702513e2eb331e0c929a403db,47c91cf3b5038610ceeb572c414dd5f7c59fc8a527cb353f71923f01a79b71ef,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-13,scientific_cache,58699,40917,703210,967844,323dd5109cb41494124ca8760ffb3b674508819a8eb273ea23901d50b4047091,557f4bab2683a2fb5810ff3f64c03088ecb571b35a328eab390b38697bf97537,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-14,scientific_cache,90524,63423,1014362,1437417,98c84cabd8ca81db61b0876fc11d9800e8e51781f44b001ad121f63a22a6060e,dce203eb1ba0f9fac3efa5425adf38ebd8279111000afbee7c712334b56b62e4,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-16,scientific_cache,58937,37976,612817,918176,013ce4dc444882f902ddf9730d632cf5d34f5c16646ea75e74da1cf0aaeb4b3d,231ac4ce79dab92c6831823c6f2bfa036e4f381e1f2486d9640b25855334cea3,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-19,scientific_cache,51421,32575,535723,842089,449230b502176e8dec2075d3dd64dc7a07d71597595c6af52c3ff79bec73c984,322d5525b5628e0f56bd810986c05d92bf19914341a97a40abe83e0ba0acd17d,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-20,scientific_cache,39533,23205,384134,590656,80431d74cebf196a4ff694f1fe182c7c943b1915b2894b0be481d43fe109d129,4d92e962f80f9dbe55578e43416b5f4502466e28876dc6a5f601752875f013ba,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-21,scientific_cache,36668,20514,340286,551671,2013302a13e2277556dd588afb5e948923575b68f40fa107aa371ff1baceef1a,00fbc2601d3d444ee5a4b84930989b0abc032441a4d256443d843ac003af989b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-22,scientific_cache,54525,39166,699618,905346,920fde6348b55cbbbf7126d4ece2212bc9afc20d0f6b7d5b20e52573b9a38ecf,6c08c525bb7dbc632147f1236e4a242fef89c128c4eb8614eb1da6ddf9689ab0,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-23,scientific_cache,25308,15620,280812,372621,d0e956cedbb32689f7af331c4aad28b90ba9c430d11f1b50a14283c68fcfe4e7,17a127a820575da123e188e111290644855c4ca17958cda41bde4bde86ef78e7,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-26,scientific_cache,57568,28588,466091,655518,bd4e5b8f6293f8b379993fa54317a76a88799ae2678273c372b0407fbcc0ef0c,067dd002d8aec230159f1e002e5e3df3b9f884b866c5e8c03a36d8c44611aea9,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-27,scientific_cache,32323,19016,317680,459953,9c82e3bbfd46f84767216def78b7b57a642d405df1afb5a353dbe9a2b2c0b3bc,746000be6cde16e8b714656033be857247ea5376ebe10a4c6a6c6c25f9880b7b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-28,scientific_cache,29882,16350,288784,440730,7eda6d4fc2867bfedc89cd6d80f06d691c4a6e6bbdba0d78724fcecede8fe1d1,fda2a970336d76c23a1fb1274284b64640ae7f47df2b55ee658c408b8c8680cd,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-29,scientific_cache,37843,27005,470393,651018,0ddd10cb2f55f179560ba626d453a7d5080b0aa361b55edcb09d6e04384d86ec,3d78d2c2d5e05c57052e16d768b8b0e5e8bc492be5da50be140cfa27e9f7530b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-06-30,scientific_cache,18046,11619,207377,313857,2a11aea3ef83c18919396e973d4e4cb4a17a455a755b8657197596fe2d435bbe,c67f4ea3f1984e469a27c4c4ac4e201e57a34b4870be66b043ef59097f9f4a81,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-03,scientific_cache,16968,9904,173482,275144,aa2182d8dabe26bd5acddf06176a5a7eb939ba1663cb02783ab0083b719c8a49,72c2812cac5fbf1e48df63c7f70cd7f964b5a4b33c884d266e9b27ca73cd5f3c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-04,scientific_cache,26676,14418,273243,343336,9d67c30a562c3996a94fa9718ed7634e2302c289c48fd4ea24ab553b4db54b80,bd77b323ebe4d0c74fbdce1ad7d1056d743c69adb679dc6d3718298bc7c50db4,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-05,scientific_cache,46418,34604,668967,862882,a2ce1466bfe169a0f0723b04914f936c40d087b6c1b56970e289fd7b3d6a6e11,11ef507ceb152f4bfa7128338df7fa400a6c345af076ba86b1082dd260025338,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-06,scientific_cache,33448,22099,443969,545608,60e4a7567f97e00d5c47c213be5db8ad2433c801c4b36d28eae760d11d381bbd,3053e49ec8324fd200f8db264d284e2d9f99320d9ed93a02c6f04e09e3ef9faa,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-07,scientific_cache,24361,13964,259560,344514,7338e0ea421dc9725ac3da9c606663b523ad65ad82d0d08246872fcb4ff56c4f,26277576dc62747766230d8b29764146018f0eb22929c778cab4ab543472b852,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-10,scientific_cache,28164,18531,310124,447094,e8f14ab43672153d18bc133ea0ec4c6315961b3ece3c966a100acfc05d9a6cab,f34dbbff2d42cae50460b13cf6f342dc954a34774cd2393f84cf0e6ac3143613,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-11,scientific_cache,42739,26377,401731,473321,b6cb41b06f55980c0626e6b8b9c9313bfc3be57774deae333055548be3909a92,f7994945ffa840d3d3f407a19617041c0264073819304658872e4ddf109a9863,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-12,scientific_cache,33745,19849,339858,468592,505abd3e8dbe00868b76bbf103fcea29f24ffe5b8d62ddf41b70cb2884d703c3,ec12a70c655f08a3bbe74117402a77dd1e595a69ec312c49c8acbe6de880ce47,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-13,scientific_cache,41736,31209,505199,672527,821c5f02b728d346c4f9a762fe61f28e4712d1d70f93efbdbec0062a14943307,6a7fe3a1d6cea850558d5f19905feac6ceabd507fe03b52cc0aa1397201b8213,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-14,scientific_cache,28584,21237,367680,485676,f64c95c35de063460c4c733952d9bf8cdc53159e788b4f15981526bc75099df4,dd14985ef3b418b3d6c0bec776a2c1038b63ec4eb4a86be0bb2f1359aae3966f,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-17,scientific_cache,25910,17369,328192,422511,1b1eebf0dc19b734f5b3bddc5dfbd6b6efbc108c8e7beca928e033778c082089,09f023d5def77afbfe59f52c258e91e848a71692983cf1bbb70b6fe9b11eb2ae,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-18,scientific_cache,28601,21442,386965,526100,c241592a810fce2c3f38949a07448c3bab460d74ccc39f6a22bc935373f3966c,389b64ad9b12479add6f5a291174278a00b492ddf99d65bb36c0628a4976328c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-19,scientific_cache,21190,11173,208564,278061,c4dfcfe3c56870c3d416f133696a701c0086c7cebe858c220fdc7f4b9150a2b4,842feb5c81e9ebcfac5ed5226f3596d217b5a5c522929080edb1e25d07628971,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-20,scientific_cache,24109,16108,281014,417624,c9acfe148e8904ac63d00c23fd08bb16701067af8d32276009f00f0f3855a06e,27e1a9e666677110217348b41af41346a1de76c98092b2ab177be2895187a5da,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-21,scientific_cache,25906,16248,280632,384174,d8d930b54aa3ed4bdba6d39b90d97412b469ed8fd45d3a3ae67023fcd64d8acd,fe6d32e7e7461eee671dc4f76ee05217a44822a881e1ec774c0ef15af8edd196,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-24,scientific_cache,29052,22167,392565,524140,37c334d9035f1d11d69f47c83d7a83d18cb904fd3b7e03d245ebb58d79333a6d,ba4bc4e567f2de63658b7d47beaa08c153d67dc08a677825cc2d4e3ef2d3d9ae,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-25,scientific_cache,40547,29804,476180,659031,5b4bb8919774209c2970afd9d631c7da3d0ace293389de921a265beb46da6683,a30f162c71cf20cb67cfa353ee2a90fed4312e356738a941556aa4360332001d,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-26,scientific_cache,33495,25614,436201,553473,3ac7f0f3a3216e851709d6a7564ecfa306251d06fe6558a7d58d7e83b15e4ba8,00c54fa8a68e09f7f04ea046efeba36333967c7f012d94670c3a232325b3ac8c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-27,scientific_cache,24633,17157,325303,373478,456ce14fb5805d9889342f9c1e53e2561e48b5b06dbcbf263b19b4bb8838fa20,0f7293c617dd24f7c7619e9a89157d5592e178616a34a5c3b1bc07421f9073d9,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-28,scientific_cache,20340,13247,249091,277113,8decde2bd7650d0e8d944e8a4a5cd2b8ced188d622b7ba23ca802939cea95a3b,f715068ef6e296f46589003636ddea71804fee44c96a666700f671caeeeb4834,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-07-31,scientific_cache,38620,26713,416321,584260,1ac03e550640acc38a796e7f91c8c00b15cf312c3e4e23e501c004f6e8d280f6,4379ac4c32a8a4aced190010f34bf4446f78ab49c2177ec98fdb35e0aff6bdc0,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-01,scientific_cache,44204,25502,403746,611494,ac4d5cf9f9e25b13b4079c97c516e023a3277fb160d0172b5f4298acb5c83c7a,785c87043d89af16d5f7b56fc823c11eb7b0e90800b63beb3b1677a3b0bc90d7,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-02,scientific_cache,49119,34014,573784,816485,395e3dea387a5c5f4b4cfacd4ff0427dbcc7b504b9a4cf277baadbbc5d68f82e,339bd20a46872b949f434377b87299a86fbd06cc57524452252462af3677e5fb,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-03,scientific_cache,26300,16130,271996,386611,e0b509d4e2eba6d9f5246c2aeb4d71b5aa4c1716c3da8a16db835a57c2af530b,dd3766ba097bac1cbd71a8a37c738e3bbf7ca73d69d899cbd4d2c249f7b8e9ec,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-04,scientific_cache,23026,11720,200539,291361,92d1817898386393840c7b9dbcc5a1d1decc1122bd2259bf118801af2929a786,a1c7611089af05da79c629cc0417f490044d497f155c50367bcd89b861e58f4a,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-07,scientific_cache,19374,11963,204269,283374,61da8d720c1136a213f435e2c0d27e80d9e28b3f279d1aaf6145cf80def7673a,892b1bbc78b2b1495acd35ab56e3dcea52999cf2bcff124ceb7d8de79666f12b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-08,scientific_cache,29740,19276,317186,415704,502c095024aa90fd6a76af123cb84f28f6276dc18b00688977e2c721514eb317,eda620cb6dafb98141bd50a8ee47edec9d11795477248c456216376f6ab73819,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-09,scientific_cache,34038,22255,384283,523045,c367e0185338b7dbf714f93b75eca29eb5218f81fe536e15e4e026c9b6ac744f,dafa3aa00b69ff91196e6136f1234bdfe087f6ac19c6299b13a0a7733955fdbc,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-10,scientific_cache,29360,17465,295280,442090,0e7d8ba0f36a84d990f787805ba457b8a75b5a4bca9684601f5a61de792e0043,0cbd46b486ce4f0d29153203f5e11c47f9e891c6c7a72bd84e4d8bf2e39a8672,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-11,scientific_cache,12287,7424,141760,205682,5beabd39a96aa1f305013dd8433f04c8168f08b258a02229adf7789aaa6d8049,91a4291fe19b5b911fda4d008026ff60bb9bef63e9f39edfa62bacc8ec1d583a,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-14,scientific_cache,13493,8253,164308,206460,e5db90a96fa24811bb90324130e5b1db05c34edd6fea9299fc1a2fab61abf471,26ca6c2d4b8f54e94109d0f333873c299e45ad0576ef491e5aad7ed684c594f9,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
PEKAO,2017-08-16,scientific_cache,19462,11434,190822,282854,45f10897a5d8c4c0ff81d544f045c0bf29ce87d29be8f348bdabdfe80903e18d,0a69bcd9fb78c9aea1f4cb911f6ab336abab8c74a21217e47c7cdee5365d34a8,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
